original,wind_speed,wind_dir,unit,timestamp_str,timestamp_obj
202512261730 METAR VASD 261730Z 06003KT 3000 FU NSC 18/08 Q1016 NOSIG=,3,60,KT,261730,2025-12-27 04:22:02.333660
202512261730 METAR VASD 261730Z 06003KT 3000 FU NSC 18/08 Q1016 NOSIG=,3,60,KT,261730,2025-12-27 04:29:31.293685
202512261730 METAR VASD 261730Z 06003KT 3000 FU NSC 18/08 Q1016 NOSIG=,3,60,KT,261730,2025-12-27 04:32:03.378074
202512261730 METAR VASD 261730Z 06003KT 3000 FU NSC 18/08 Q1016 NOSIG=,3,60,KT,261730,2025-12-27 04:39:35.979894
202512261730 METAR VASD 261730Z 06003KT 3000 FU NSC 18/08 Q1016 NOSIG=,3,60,KT,261730,2025-12-27 04:42:04.643257
202512261730 METAR VASD 261730Z 06003KT 3000 FU NSC 18/08 Q1016 NOSIG=,3,60,KT,261730,2025-12-27 04:49:36.744428
202512261730 METAR VASD 261730Z 06003KT 3000 FU NSC 18/08 Q1016 NOSIG=,3,60,KT,261730,2025-12-27 04:52:08.938782
202512261730 METAR VASD 261730Z 06003KT 3000 FU NSC 18/08 Q1016 NOSIG=,3,60,KT,261730,2025-12-27 04:59:37.855398
202512261730 METAR VASD 261730Z 06003KT 3000 FU NSC 18/08 Q1016 NOSIG=,3,60,KT,261730,2025-12-27 05:02:10.679696
202512261730 METAR VASD 261730Z 06003KT 3000 FU NSC 18/08 Q1016 NOSIG=,3,60,KT,261730,2025-12-27 05:09:38.893957
202512261730 METAR VASD 261730Z 06003KT 3000 FU NSC 18/08 Q1016 NOSIG=,3,60,KT,261730,2025-12-27 05:12:11.865661
202512261730 METAR VASD 261730Z 06003KT 3000 FU NSC 18/08 Q1016 NOSIG=,3,60,KT,261730,2025-12-27 05:19:39.846475
202512261730 METAR VASD 261730Z 06003KT 3000 FU NSC 18/08 Q1016 NOSIG=,3,60,KT,261730,2025-12-27 05:22:15.795539
202512261730 METAR VASD 261730Z 06003KT 3000 FU NSC 18/08 Q1016 NOSIG=,3,60,KT,261730,2025-12-27 05:29:40.503909
202512261730 METAR VASD 261730Z 06003KT 3000 FU NSC 18/08 Q1016 NOSIG=,3,60,KT,261730,2025-12-27 05:32:16.805902
202512261730 METAR VASD 261730Z 06003KT 3000 FU NSC 18/08 Q1016 NOSIG=,3,60,KT,261730,2025-12-27 05:39:41.480416
202512261730 METAR VASD 261730Z 06003KT 3000 FU NSC 18/08 Q1016 NOSIG=,3,60,KT,261730,2025-12-27 05:42:17.754711
METAR VASD 270900Z 09005KT 3000 FU NSC 25/07 Q1015 NOSIG,5,90,KT,270900,2025-12-27 14:51:03.293197
METAR VASD 271000Z 06004KT 3000 FU NSC 26/07 Q1014 NOSIG,4,60,KT,271000,2025-12-27 15:49:18.729026
METAR VASD 271000Z 06004KT 3000 FU NSC 26/07 Q1014 NOSIG,4,60,KT,271000,2025-12-27 15:56:43.033011
METAR VASD 271000Z 06004KT 3000 FU NSC 26/07 Q1014 NOSIG,4,60,KT,271000,2025-12-27 15:59:28.041239
METAR VASD 271030Z 10003KT 3000 FU NSC 25/06 Q1014 NOSIG,3,100,KT,271030,2025-12-27 16:06:43.434474
METAR VASD 271030Z 10003KT 3000 FU NSC 25/06 Q1014 NOSIG,3,100,KT,271030,2025-12-27 16:09:29.077823
METAR VASD 271030Z 10003KT 3000 FU NSC 25/06 Q1014 NOSIG,3,100,KT,271030,2025-12-27 16:16:43.826518
METAR VASD 271030Z 10003KT 3000 FU NSC 25/06 Q1014 NOSIG,3,100,KT,271030,2025-12-27 16:19:29.736108
METAR VASD 271030Z 10003KT 3000 FU NSC 25/06 Q1014 NOSIG,3,100,KT,271030,2025-12-27 16:26:44.554889
METAR VASD 271030Z 10003KT 3000 FU NSC 25/06 Q1014 NOSIG,3,100,KT,271030,2025-12-27 16:29:31.417007
METAR VASD 271100Z 05004KT 3000 FU NSC 26/06 Q1014 NOSIG,4,50,KT,271100,2025-12-27 16:36:45.002753
METAR VASD 271100Z 05004KT 3000 FU NSC 26/06 Q1014 NOSIG,4,50,KT,271100,2025-12-27 16:39:32.125509
METAR VASD 271100Z 05004KT 3000 FU NSC 26/06 Q1014 NOSIG,4,50,KT,271100,2025-12-27 16:46:45.480557
METAR VASD 271100Z 05004KT 3000 FU NSC 26/06 Q1014 NOSIG,4,50,KT,271100,2025-12-27 16:49:32.944393
METAR VASD 271100Z 05004KT 3000 FU NSC 26/06 Q1014 NOSIG,4,50,KT,271100,2025-12-27 16:56:46.058585
METAR VASD 271100Z 05004KT 3000 FU NSC 26/06 Q1014 NOSIG,4,50,KT,271100,2025-12-27 16:59:33.739419
METAR VASD 271130Z 07004KT 3000 FU NSC 25/05 Q1014 NOSIG,4,70,KT,271130,2025-12-27 17:06:46.439438
METAR VASD 271130Z 07004KT 3000 FU NSC 25/05 Q1014 NOSIG,4,70,KT,271130,2025-12-27 17:09:34.654131
METAR VASD 271130Z 07004KT 3000 FU NSC 25/05 Q1014 NOSIG,4,70,KT,271130,2025-12-27 17:16:46.822579
METAR VASD 271130Z 07004KT 3000 FU NSC 25/05 Q1014 NOSIG,4,70,KT,271130,2025-12-27 17:19:35.357512
METAR VASD 271130Z 07004KT 3000 FU NSC 25/05 Q1014 NOSIG,4,70,KT,271130,2025-12-27 17:26:47.196843
METAR VASD 271130Z 07004KT 3000 FU NSC 25/05 Q1014 NOSIG,4,70,KT,271130,2025-12-27 17:29:36.400335
METAR VASD 271200Z 03003KT 3000 FU NSC 24/08 Q1014 NOSIG,3,30,KT,271200,2025-12-27 17:36:49.539383
METAR VASD 271200Z 03003KT 3000 FU NSC 24/08 Q1014 NOSIG,3,30,KT,271200,2025-12-27 17:39:38.586188
METAR VASD 271200Z 03003KT 3000 FU NSC 24/08 Q1014 NOSIG,3,30,KT,271200,2025-12-27 17:46:50.048458
METAR VASD 271200Z 03003KT 3000 FU NSC 24/08 Q1014 NOSIG,3,30,KT,271200,2025-12-27 17:49:39.500693
METAR VASD 271400Z 06005KT 2500 FU NSC 22/07 Q1016 NOSIG,5,60,KT,271400,2025-12-27 20:01:58.712714
METAR VASD 271430Z 05005KT 2500 FU NSC 21/07 Q1016 NOSIG,5,50,KT,271430,2025-12-27 20:04:48.128054
METAR VASD 271430Z 05005KT 2500 FU NSC 21/07 Q1016 NOSIG,5,50,KT,271430,2025-12-27 20:11:59.112240
METAR VASD 271430Z 05005KT 2500 FU NSC 21/07 Q1016 NOSIG,5,50,KT,271430,2025-12-27 20:14:49.083326
METAR VASD 271430Z 05005KT 2500 FU NSC 21/07 Q1016 NOSIG,5,50,KT,271430,2025-12-27 20:21:59.619577
METAR VASD 271430Z 05005KT 2500 FU NSC 21/07 Q1016 NOSIG,5,50,KT,271430,2025-12-27 20:24:49.753026
METAR VASD 271430Z 05005KT 2500 FU NSC 21/07 Q1016 NOSIG,5,50,KT,271430,2025-12-27 20:32:00.051535
METAR VASD 271430Z 05005KT 2500 FU NSC 21/07 Q1016 NOSIG,5,50,KT,271430,2025-12-27 20:34:50.678539
METAR VASD 271500Z 05001KT 2500 FU NSC 20/08 Q1016 NOSIG,1,50,KT,271500,2025-12-27 20:42:00.531654
METAR VASD 271500Z 05001KT 2500 FU NSC 20/08 Q1016 NOSIG,1,50,KT,271500,2025-12-27 20:44:51.391064
METAR VASD 271500Z 05001KT 2500 FU NSC 20/08 Q1016 NOSIG,1,50,KT,271500,2025-12-27 20:52:00.955451
METAR VASD 271500Z 05001KT 2500 FU NSC 20/08 Q1016 NOSIG,1,50,KT,271500,2025-12-27 20:54:51.993347
METAR VASD 271500Z 05001KT 2500 FU NSC 20/08 Q1016 NOSIG,1,50,KT,271500,2025-12-27 21:02:01.342769
METAR VASD 271530Z 11003KT 2500 FU NSC 20/07 Q1016 NOSIG,3,110,KT,271530,2025-12-27 21:04:52.694035
METAR VASD 271530Z 11003KT 2500 FU NSC 20/07 Q1016 NOSIG,3,110,KT,271530,2025-12-27 21:12:02.045931
METAR VASD 271530Z 11003KT 2500 FU NSC 20/07 Q1016 NOSIG,3,110,KT,271530,2025-12-27 21:14:53.674437
METAR VASD 271530Z 11003KT 2500 FU NSC 20/07 Q1016 NOSIG,3,110,KT,271530,2025-12-27 21:22:02.410190
METAR VASD 271530Z 11003KT 2500 FU NSC 20/07 Q1016 NOSIG,3,110,KT,271530,2025-12-27 21:24:54.357831
METAR VASD 271530Z 11003KT 2500 FU NSC 20/07 Q1016 NOSIG,3,110,KT,271530,2025-12-27 21:32:02.773278
METAR VASD 271530Z 11003KT 2500 FU NSC 20/07 Q1016 NOSIG,3,110,KT,271530,2025-12-27 21:34:55.005782
METAR VASD 271600Z 05004KT 2500 FU NSC 18/08 Q1016 NOSIG,4,50,KT,271600,2025-12-27 21:42:04.228480
METAR VASD 271600Z 05004KT 2500 FU NSC 18/08 Q1016 NOSIG,4,50,KT,271600,2025-12-27 21:44:55.719326
METAR VASD 271600Z 05004KT 2500 FU NSC 18/08 Q1016 NOSIG,4,50,KT,271600,2025-12-27 21:52:04.600289
METAR VASD 271600Z 05004KT 2500 FU NSC 18/08 Q1016 NOSIG,4,50,KT,271600,2025-12-27 21:54:56.532561
METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG,5,40,KT,271700,2025-12-28 00:14:12.659516
METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG,5,40,KT,271700,2025-12-28 00:17:02.498192
METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG,5,40,KT,271700,2025-12-28 00:24:13.086599
METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG,5,40,KT,271700,2025-12-28 00:27:03.390565
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 00:34:14.006127
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 00:37:04.397540
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 00:44:14.666513
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 00:47:05.361824
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 00:54:15.473991
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 00:57:06.543546
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 01:04:16.382062
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 01:07:07.662731
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 01:14:20.502441
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 01:17:10.257708
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 01:24:22.935982
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 01:27:11.341747
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 01:34:23.982408
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 01:37:12.526148
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 01:44:31.924268
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 01:47:14.229951
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 01:54:32.987112
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 01:57:15.142749
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 02:04:34.112411
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 02:07:16.353260
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 02:14:35.800231
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 02:17:17.345991
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 02:24:36.900911
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 02:27:18.345310
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 02:34:37.786011
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 02:37:19.326712
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 02:44:38.572587
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 02:47:20.271404
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 02:54:39.333639
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 02:57:23.133639
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 03:04:40.126468
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 03:07:24.055509
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 03:14:41.000406
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 03:17:25.004721
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 03:24:41.681790
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 03:27:26.116333
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 03:34:42.356537
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 03:37:27.062816
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 03:44:43.241611
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 03:47:28.269223
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 03:54:44.517975
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 03:57:29.623773
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 04:04:45.268794
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 04:07:30.630499
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 04:14:45.986642
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 04:50:04.309221
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 06:25:10.240558
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 07:09:09.782232
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 07:53:20.833292
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 07:56:06.871703
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 08:03:21.863309
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 08:06:07.851858
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 08:13:22.476227
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 08:16:09.093694
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 08:23:23.142995
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 08:26:10.531448
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 08:33:24.134190
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 08:36:11.762284
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 08:43:24.844030
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 08:46:12.823128
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 08:53:25.973351
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 08:56:13.899780
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 09:03:26.848865
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 09:06:15.112607
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 09:13:31.447284
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 09:16:16.076884
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 09:23:32.130077
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 09:26:17.123373
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 09:33:32.929740
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 09:36:18.328904
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 09:43:33.706017
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 09:46:19.368946
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 09:53:34.922315
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 09:56:20.321491
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 10:03:35.585203
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 10:06:21.367830
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 10:13:36.580848
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 10:16:22.344151
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 10:23:37.262658
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 10:26:23.619975
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 10:33:38.843516
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 10:36:26.623847
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 10:43:39.850956
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 10:46:28.017320
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 10:53:40.522218
202512271700 METAR VASD 271700Z 04005KT 2500 FU NSC 18/10 Q1017 NOSIG=,5,40,KT,271700,2025-12-28 10:56:29.197124
METAR VASD 280530Z 12004KT 3000 FU NSC 21/10 Q1020 NOSIG,4,120,KT,280530,2025-12-28 11:03:40.921018
METAR VASD 280530Z 12004KT 3000 FU NSC 21/10 Q1020 NOSIG,4,120,KT,280530,2025-12-28 11:06:30.573588
METAR VASD 280530Z 12004KT 3000 FU NSC 21/10 Q1020 NOSIG,4,120,KT,280530,2025-12-28 11:13:41.541783
METAR VASD 280530Z 12004KT 3000 FU NSC 21/10 Q1020 NOSIG,4,120,KT,280530,2025-12-28 11:16:31.178950
METAR VASD 280530Z 12004KT 3000 FU NSC 21/10 Q1020 NOSIG,4,120,KT,280530,2025-12-28 11:23:42.373602
METAR VASD 280530Z 12004KT 3000 FU NSC 21/10 Q1020 NOSIG,4,120,KT,280530,2025-12-28 11:26:31.876001
METAR VASD 280530Z 12004KT 3000 FU NSC 21/10 Q1020 NOSIG,4,120,KT,280530,2025-12-28 11:33:42.773561
METAR VASD 280600Z 12006KT 3000 FU NSC 22/09 Q1019 NOSIG,6,120,KT,280600,2025-12-28 11:36:35.899408
